site,review,month,day,year,rate,sentiment,
agoda,The Hotel is old & needs renovation. The staff is unhelpful. Like the location and proximity to attractions.,Mar,27,2014,60,neg,
agoda,Not very good. Reception was careless - did not even give an orientation on rooms and other amenities. Room was not ready  amenities were missing.,Mar,26,2014,63,neg,
agoda,Not good  very poor service and sanitary. Checking out took a long time. A mouse was roaming inside our room,Mar,24,2014,53,neg,
agoda,The breakfast is good  however the service is bad  we got locked out in our room  our key card was not working and took time for them to attend to us because there was no service phone available in our area.. Luckily I have saved the reception number on my cellphone. As we were waiting to check out and waiting for the room service there was a mouse that ran inside our room.. I did not expect the kind of service taal vista is giving knowing it is owned already by a big company and the price that we paid for.,Mar,24,2014,53,neg,
agoda,actually it was my mom and sister who went there  i booked it for them as a gift because i'm always there. basically it's really a nice hotel for me to do such. thank you taal vista hotel for catering my family well.,Mar,24,2014,100,pos,
agoda,I booked 4 superior mountain view rioms to be used as wedding prep rooms. During our checked in  when the hotel learned that it will be used as the wedding prep room  they upgraded 2 of our rooms to Superior Lake View for 2 night for free! Yey!,Mar,17,2014,90,pos,
agoda,nice service good quality rooms perfect view. good value for money,Mar,16,2014,90,pos,
agoda,I have no reason to come back  I had high hopes that this will be one of those stress free hotels  but I was wrong. It's a 4 star hotel located in the middle of everything you would intend to do along Tagaytay. It's right beside Sky Ranch  just across the Casino  a walking distance from the supermarket  and just a jeepney ride for other restaurant choices. Somehow  the good news for us ended there. Our room was basic  bed was decent  but it's something I could've gotten somewhere else at a lower rate  probably at a boutique type hotel where the service would have been a lot warmer. In Taal Vista  we were like ghosts  from the drive through the gates  to the check-in  down to the event the following day as well at parking. Saving grace of the hotel was the breakfast buffet  they had loads of bacon.,Mar,16,2014,53,neg,
agoda,nothing at all but maybe changes the pillow to a softer one.,Mar,15,2014,93,neg,
agoda,It was very nice and relaxing. The staff are very friendly and attentive. The rooms are large and clean as well as the restrooms. The food  specially in buffet.,Mar,12,2014,100,pos,
agoda,Perfect place to relax & unwind  friendly & attentive staff  big & clean rooms.,Mar,12,2014,97,pos,
agoda,We arrived at the hotel for check-in at almost 4pm  and I expected that I should not be waiting for a room anymore  given that check-in time is 2pm. Of course this was not the case  and when I complained about this to the manager  she even raised an eyebrow at me and did not even apologize. She did mutter a cold I will check on this  but that was about it  without any follow-throughs. You could definitely find a much better accommodation for the price of this hotel.,Mar,12,2014,97,neg,
agoda,We had a pleasant stay. Buffet breakfast had some variety. Although taste was average  we appreciate that there was bacon and an eggs/omelet station. Fast and hassle-free check-in and check-out. Rooms are situated a bit far from the main lobby  dining area and parking lot - not so convenient when you have to walk under the scorching sun mid-afternoon.,Mar,10,2014,97,pos,
agoda,The stay was comfortable  but be prepared to walk a lot! Our room took roughly 10 minutes to walk to due to the size of the hotel. But the suite that we had was perfect to see Taal Volcano. Of the majority of hotels in Tagaytay  this is probably the nicest.,Mar,09,2014,90,pos,
agoda,Our stay was absolutely fun and relax. With the view of taal volcano  the cool weather and the proximity of the restaurants are the perfect ingredients for a weekend getaway. .,Mar,07,2014,73,pos,
agoda,You could locate Taal Vista easily with its architecture. Once you get to see their viewing deck  you will be mesmerized by the view of Taal. Parking is not a problem. There are so many rooms in the new building. Good enough size of the bedroom. Filipino breakfast is also deliciuous.,Mar,07,2014,80,pos,
agoda,I will definitely go back to Taal Vista  I love the Buffet!,Mar,05,2014,80,pos,
agoda,Good. It was a great venue to relax  unwind and bond with the whole family.,Mar,01,2014,80,pos,
agoda,Taal Vista Hotel is a landmark in Tagaytay. Beautiful structure. The hotel blends in with the surroundings. It is not imposing and will give the feel that you are in the country away from the smoke and bustle of the city. It has maintained its relaxing feel despite the many developments in the area,Feb,27,2014,100,pos,
agoda,I was not happy with the room that I got. the Agoda picture of the Deluxe room and the actual room is not the same. the beds in the picture is a 1 queen and 1 single configuration  what I got was 2 single beds. Talk to the front desk but was told that it was Agoda's mistake and not them. the lake wing does not mean you will see the lake  what I got was the noisy side facing the highway.,Feb,26,2014,80,neg,
agoda,Great location. Good for family with young kinds. Accesible. Location along the highway. Food is decent.,Feb,21,2014,87,pos,
agoda,We stayed at the lake wing. Bathroom didnt have a door  when you walk into the room  you can see the faucet on the right. Shower head wasn'tt nice - made it hard to shower. toilet and shower area had a slightly foul odor. Room and linens were ok. Extra pillow had stains.,Feb,19,2014,83,neg,
agoda,Well managed  with very nice location in Tagaytay  but some rooms are very old. Though very well managed  you can see the difference compared with new hotels.,Feb,17,2014,90,pos,
agoda,Large Room  Great Staff  Fast Internet  breakfast buffet spread was too little and taste are just normal  nevertheless  it was it was a great and superb hotel! 4 thumbs up,Feb,15,2014,63,pos,
agoda,It was a sweet short vacation for my family. We really enjoyed the cold weather of Tagaytay. The location of the hotel is ideal. Thumbs up to the Pastry Chef who baked the Banana Chocolate Caramel cake which we ordered at the lobby lounge. It was so delicious! Soft  moist  not too sweet! :) The sugar free Cheesecake and Food for the Gods were also ok. My brother loved the blueberry cheesecake. The breakfast buffet was ok. Like the ensaymada bread. Also  we would like to commend Ms. Sarah and Mr. Raffy Viscal of Front Office for the fast check in and out of the hotel.,Feb,14,2014,67,pos,
agoda,2 out of the 4 rooms we used had malfunctioning tv sets. If anything can ruin a vacation  it's having a couple of guys in the room with us trying to fix the tv. In fairness  they were very nice and were able to fix the trouble. The mini ref was not working at all. This was really irritating because it was Christmas Eve and we brought so much food and drinks for the noche buena.On Christmas Day  we were expecting to have a quiet lunch at the hotel's main restaurant  which we knew had a very reasonably priced menu because we had just stayed at that hotel last February. To our dismay  they did not want to serve us anything from the menu  which they claimed would take a very long time because the kitchen was very busy with the special Christmas buffet lunch. In short  we had no choice but to eat from the buffet which cost a whopping P1 600 per person. Our only other choice would have been to get out of the hotel and scout around for another restaurant  but everyone was so famished so we just decided to stay. The saving grace of this hotel is its very gracious and courteous housekeeping and front desk staff. The plus factors are the huge bathrooms and the coffeemakers with free coffee and water. Minus factors are the small beds which are only good for 2 people. At the 2 other hotels we stayed during 2 other Christmases  both had 2 huge beds per room  large enough for 4 people. Most guests travel by families and this means it is very rare that there are only 2 people staying in one room. They better not expect their guests to get a separate room just for their children as first  it is not safe and not good practice to leave minors in another room; and second  for the price they are charging  a family should be able to fit comfortably in one room.,Feb,05,2014,80,neg,
agoda,Very good  relaxing  nice  good  nice food! Sure that we will be coming back!,Feb,04,2014,97,pos,
agoda,Our stay was almost perfect if it did not end. On a serious note  we were upgraded to the Premiere Lake room where we could see the majestic Taal Volcano. Breathtaking view! Good thing no wedding reception or conference happened during our stay so it is peaceful and relaxing. The room was huge and the design was beautiful. Toiletries were of generous amount. Room service was fast and very attentive to our needs knowing it was during peak period  just after New Year's. Breakfast with the Taal view is one for the books. I must say  we are extremely satisfied of our stay here. We will definitely be back. :),Jan,11,2014,97,pos,
agoda,The view is great  the breakfast is limited  and the air is polluted. We were surprised to see our white car all covered with thick brown colored soil or dust in just 2 nights. This maybe due to a lot of development going around the area. It was a great location  sky ranch is just beside it  restaurants are just very near  but I prefer to wait until all constructions are done before going there again.,Jan,11,2014,73,neg,
agoda,Their staff were friendly and really give their full service to their guests. The food is okay  but very limited choices. I like the hot chocolate every morning and their bulalo.,Jan,11,2014,73,pos,
agoda,We usually stay on this hotel during summer. But this time it is our first to stay here to celebrate the New Year. We arrived Dec 30 and departed Jan 1  2014. Our stay was awesome. The fireworks display was beautiful. The dinner buffet with the band singing to celebrate the new year wasl perfect . One of my best stays. I will go back again to celebrate NY pf 2015.,Jan,11,2014,83,pos,
agoda,nice hotel  friendly staffs also... we enjoyed our stay.. we spent our new years eve there & the weather was nice & pretty cold pefect for our much awaited vacation..,Jan,08,2014,100,pos,
agoda,There are beautiful views  clean rooms  and excellent staff. Breakfast and lunch are a good value. Good priced airport transfer. Very good spa treatments  reasonably priced as well.,Jan,08,2014,83,pos,
agoda,Good. Comfortable. Nice ambiance. However  if you are looking for a nice and quiet place  it's a mistake to come during the holidays esp Christmas time as the whole complex is really crowded. I think the management should not allow non-staying guests to loiter around the viewing area or veranda....at least during HOLIDAY SEASON as some people get rowdy and noisy to the inconvenience of house guests. Tried both lunch and dinner buffet. Food was good and the spread was varied and aplenty. I understand they upgraded the menu in time for the holidays. We enjoyed some happy hour at the bar with nice entertainment. Service is commendable. Overall  had a wonderful stay. Thank you taal vista hotel.,Jan,07,2014,80,pos,
agoda,my children loved the room and the location's just near the pool.staff were friendly and very helpful. the ambience was awesome with beautiful christmas decors and tall christmas trees. we had fun celebrating new years eve watching those fantastic and awesome fireworks! skyranch just beside the hotel. mcdonalds just across the street though they don't serve their usual breakfast menu. the hotel has kultura store where we bought our pasalubongs. we will surely come back to spend our christmas vacation.,Jan,06,2014,93,pos,
agoda,Though it was a brief stay  I was so happy to have spent a precious bonding moment with my family at such a comfortable place like this far from pollution  smoke  noise  etc.,Jan,05,2014,100,pos,
agoda,will definitely return and spend christmas eve again in this hotel because the staff are friendly and accomodating!,Jan,05,2014,83,pos,
agoda,Our stay at the Taal Vista Lodge was adequate. However  had I known that they had special discounts for SM Advantage card holder  I would have gotten better value. The room we stayed at was adequate but it was a bit old. Tagaytay is a cool place so swimming may not be recommended. It would have been good if they had a sauna but they didn't. The best thing about it? The fast internet service.,Jan,04,2014,53,neg,
agoda,We spent our Christmas at TAAL VISTA HOTEL  was really one of the BEST CHRISTMAS experience ever...The staff were all friendly and attentive...They even accompanied us to our room for our baggage...Location is perfect for the family...Just along the highway near to major attractions and well known restaurants...We all enjoyed our stay here and plan to go back again in the future.,Jan,04,2014,63,pos,
agoda,The staffs are well-trained and very courteous. Staffs are friendly and they respond quickly to your needs. Room size is adequate. Beds are comfortable. Needless to say that Taal Vista has one of the best views of Taal Volcano. We are quite satisfied with our stay at the hotel and will definitely stay at this hotel again in the future. To the great friendly staffs of Taal Vista- keep it up!:),Jan,03,2014,93,pos,
agoda,We had a horrible experienced from this hotel  room description were misleading  and very small rooms  this will be the last time we will stay and spent our Christmas holidays in this hotel.,Jan,03,2014,30,neg,
agoda,Taal Vista was an okay hotel. It's not a luxury hotel  but it is not bad either. It has a good view of the Taal volcano  and a sprawling lawn where the kids can run around and have fun. However  i dont like their bathrooms (lakeside). the toilet is separate from the shower  which separation i dont really mind  except that the doors to each are not really closed completely. neither is there a door separating the shower/toilet area from the rest of the room. So  when housekeeping comes in and your child or spouse is taking a poop in the toilet  housekeeping will smell everything. Neither is there a kettle in the room  though there are instant coffee and tea available. You have to request for hot water and they will provide you hot water in a pot. Would i come back? Maybe yes for the view and my children can run in the garden during nice weather  but i would not come back for hotel comfort and relaxation. I can stay in other hotels with better comforts for the same price.,Jan,03,2014,67,neg,
agoda,Satisfied with the hotel service. Great swimming pool and the free internet was a bonus.,Jan,02,2014,67,pos,
agoda,Hotel was very busy  crowded and noisy. Restaurant service and housekeeping were atrocious. Overall it was adequate for our purpose of stay at Taal Vista.,Jan,02,2014,57,neg,
agoda,Our stay was great in general. The hotel provides an awesome view of the Taal Volcano. It has its own viewing deck and a big garden where people can just sit and relax while admiring the view as well as the chill weather. The room was okay  not as big as what we expected but four people could fit in a superior room. The bathroom was huge. The swimming pool was big and they turn on the heater. Breakfast buffet was good also  they offered a variety. Some tourist destinations are accessible and walking distance such as Sky Ranch  Mushroom burger and the Casino. There is also a Mcdonalds right in front of the hotel.,Jan,02,2014,97,pos,
agoda,It was alright. The travel from Manila to Taal Vista took longer than expected due to heavy traffic. The new adventure recently constructed which is adjacent to the hotel made it worst to get through. The long drive is what discouraged us to go back to this place.,Jan,01,2014,63,neg,
agoda,We stayed in Taal Vista Hotel and I couldn't be more satisfied. The Hotel has been renovated and upgraded in every way. Aside from the great location  the rooms are big and comfortable. Taal Vista Hotel can now be considered a 5 star hotel in Tagaytay.,Jan,01,2014,77,pos,
agoda,We spent 4 nights over the 2013 Christmas period. Booked through Agoda so no Christmas package deals. At check-in we made reservations for the Christmas Eve dinner buffet  however when we arrived at the restaurant  there was no reservation and we were given a table at the extreme end of the patio area. Food was OK  typical buffet food  turkey undercooked - blood dripping. Room clean and comfortable with connecting door to children's room. Games room was a joke. room too small for snooker table  cue kept hitting the walls. One set of darts with only two flites. No refreshment facilities in games room. Gardens and surrounding well maintained as is the hotel itself. Expensive but it was the Christmas vacation period.,Dec,30,2013,73,neg,
agoda,Room was just normal clean room. it means not that fancy. but Hotel has very good view  cannot compared with another hotels. Good for lovers  family and business trip all. Try this.,Dec,30,2013,73,pos,
agoda,We stayed here in the midst of a typhoon so the view wasn't that nice and it was just foggy. Room is huge and breakfast is OK. Toilet's isn't that private  I would've liked it more if the toilet is more private.,Dec,29,2013,80,neg,
agoda,The stay was alright. It was relaxing. The breakfast was great. Its near the sky ranch. My children just walked from the hotel to sky ranch  no need to worry about the parking. The only thing that disappoints me is that our room has no view of the taal lake. I booked for a lake view but the room given is not a lake view.I did not complained  we just walked through the gardens and balcony which provides a good view of the Taal lake.,Dec,27,2013,90,pos,
agoda,No Frills and staff were very accommodating. We were able to check in and out in less than five minutes. One of the best features of the hotel is the great number of parking spaces available. I also like the security of the entire place  makes 1 feel safe.,Dec,26,2013,77,pos,
agoda,My stay at taal vista was really one of the greatest out of town experience ever. I was with my husband who was disabled at that moment. The staff were all friendly and attentive to our needs. they even accompanied us to our room everytime we go in and out of the hotel. breakfast buffet was delicious and satisfying. Location is good as well. just along the highway near major attractions and well known reataurants .over all we enjoyed our stay here.,Dec,26,2013,80,pos,
agoda,My boyfriend and I celebrated our anniversary in Taal Vista. It was very romantic - from the wonderful lake view  to the hug-conducive atmosphere in Tagaytay  the romantic lobby show and the sumptuous buffet breakfast. There was even a wedding concurrent to our stay in the hotel. The service was also five-star  considering that  a few years ago it was an issue in the hotel. There are many reviews available in the internet for this hotel  and I couldn't agree more to the positive reviews that this hotel has.,Dec,22,2013,80,pos,
agoda,We loved our stay. The staff especially Regie and nurse (Ann?) went above and beyond any expectation I had.,Dec,19,2013,77,pos,
agoda,PERFECT WE WILL RETURN SOMEDAY.THE VIEW OF THE LAKE AND VOLCANO IS BREATHTAKING.,Dec,08,2013,93,pos,
agoda,"Restaurant expensive and very mediocre service bad and very slow. ATM subject to power cuts and suddenly my card is there ,,,, Arrived at noon my room was not ready and I had to pay an upgrade of php 1000 to have a room ..... .bizarre no",Dec,06,2013,57,neg,
agoda,It was relaxing and re-energizing. I tried their spa services and it was worth the price. What was significant for this hotel stay  was the courtesy and honesty of the staff who returned something I left from their hotel.,Dec,05,2013,80,pos,
agoda,My stay in this hotel is unforgettable because is the beautiful view  excellent food and excellent service of the staff..,Dec,03,2013,80,pos,
agoda,Taal Vista will always be a destination when you think about Tagaytay. It affords the best view of Taal volcano and the lake  pictures will be most memorable. Food might be steeper than the other areas but it is quite an adventure. I have been coming here for conferences but this time around  coming with my husband proved romantic especially with our suite at the Lake View wing. It just takes your breath away-- that fabulous view and especially if you can experience seeing it at different times of the day... My favorite was of course at the dawn of the new day. My husband and i waited for daylight to break and it was awesome. If we had more time  another day would have been great!-- D and S Brown Nov 2013,Dec,03,2013,100,pos,
agoda,It was great. Its my 3rd time and will still book at this hotel whenever i plan to go tagaytay again. This hotel is superb. Stayed for 3 days 2 nights and tried the mountain view  view was not so nice but the room is comfortable.,Dec,02,2013,87,pos,
agoda,The weather and traffic was cooperative at the time we stayed which apparently is something to be thankful for because traffic can be horrendous there. The hotel was spread out and it took more than the usual walk to get to our room. In exchange I suppose most rooms got a great view. The room was spacious and the amenities were great  there was even a tub. No ironing board though and no bathrobes. Its a walk away from 24hr diners including a mushroom specialty place  theres a casino across and a park with rides beside. A short ride away are everything else  more restaurants  park and a church. Great place for a conference if you want to keep the delegates confined but not feeling it.,Nov,29,2013,77,pos,
agoda,The hotel property is excellent and well maintained. Very nice pool and public areas. Great view of Taal Volcano.,Nov,28,2013,87,pos,
agoda,The Hotel is nice though very overated. Whilst the rooms were nice and clean  the surroundings are well maintained..the restaurent food was a sheer dissappointment.,Nov,27,2013,100,neg,
agoda,Satisfactory. The only complain is the there were no doors for the shower and comfort rooms.,Nov,22,2013,90,neg,
agoda,We stays here but didn't eat here  and actually only spent time in the room. The quality of the place was impressive  the room was quite nice and the view  as you may have gathered  was sensational  my only complaint was that to get such a view  I thought paying extra for the Lake Wing would do it. Alas  no. We were informed at check in that a view would be an extra 1000 pesos. Since the girl who checked us in had a prepared apology for the confusion  apparently this happens all the time. So be warned,Nov,21,2013,90,neg,
agoda,my stay was Great. Free fast wifi  nice view  clean surrounding. Though the elevators are far from the lobby.,Nov,21,2013,93,pos,
agoda,It's good time to stay at Taal Vista Hotel  it is worth as 5 star hotel.,Nov,20,2013,80,pos,
agoda,A relaxing and convenient getaway from Metro Manila. In contrast to the hotel staff - who were very professional and attentive - travelers need to be aware of the aggressive and manipulative hawkers trying to sell rides down to the lake and boat rides onward to the volcano. This sours the experience. So come prepared with an idea of how you will get down to the lake and what boat service you will use.,Nov,20,2013,73,pos,
agoda,My stay in Taal Vista is okay. Very clean surroundings  friendly staff. What I do not like is their wifi services. Poor signal.,Nov,13,2013,100,neg,
agoda,The staff are friendly specially the bellboy but the lady who accepts the stub for breakfast somewhat like a snob or belittling hotel guests..hope to let her undergo customer service training. All in all nice stay with the hotel.,Nov,07,2013,60,neg,
agoda,On the whole  it was a relaxing stay. My only complaints are 1) the bathroom sink was not cleaned very properly  2) the bath mat did not look clean being permanently stuck to the tub  and 3) the housekeeping staff did not seem to be knowledgeable about operating the new high definition TV.,Nov,06,2013,73,neg,
agoda,The hotel was clean and big  the hotel was very accomodating. I feel relaxed when i stayed in this hotel  actually it's my 2nd time here and will continue to book at this hotel whenever i will go in tagaytay for overnight stay. The view in the room was good  and they have a large place for sight seeing.,Nov,06,2013,80,pos,
agoda,as I always in tagaytay  I know taal vista hotel as its located in the heart of tagaytay. its near to fine restaurant and parks. the room is clean but hard to access the television. wi-fi is so poor and hard to access. good breakfast and staff is so accommodating.,Nov,05,2013,80,pos,
agoda,I enjoyed my stay at Taal Vista Hotel. They have friendly staff and clean room. I will definitely recommend Taal Vista to my friends.,Nov,04,2013,97,pos,
agoda,We are relaxed after the tiring week. The weather is cool and the place is very comfortable.,Nov,04,2013,80,pos,
agoda,Our stay here was fantastic..near sky ranch new theme park in the area  climate was so cold and surroundings were so clean..complete ameneties..,Nov,01,2013,93,pos,
agoda,VERY ENJOY AND RELAXING WHILE STAYING IN TAAL VISTA HOTEL W/ MY FAMILY.I REALLY APPRECIATE THE TAAL VOLCANO VIEW AND I LIKE THE GARDEN SO NICE.THE STAFF IS VERY FRIENDLY AND ATTENTIVE.GREAT JOB TO ALL STAFF AT TAAL VISTA HOTEL.,Oct,30,2013,100,pos,
agoda,Our stay was relaxing with nice view and music with food at lobby. We did not get to see the golf courses around because of the rain. I noticed that there is horse ranch nearby. A ferry's wheel overlooking Taal lake volcano is nearby. I think there are many activities around the area. We will be back next time and spend more days.,Oct,30,2013,93,pos,
agoda,Staff is very attentive since I requested for a 2 beds but at the time of check in there is no available room with 2 beds he offered us an extra bed without any charge.,Oct,29,2013,90,pos,
agoda,Not that pleasant: (1) Long check-in process (took 20-30min) (2) Shower drainages (for the 2 rooms we got) are clogged (3) Old facilities (i.e. game room  gym) (4) Pool is too far from other rooms (need to walk in cold air going back); Pool is too small for the whole hotel. (5) Not too much choices for the breakfast food (some doesn't taste good) (6) LOW...value for what you paid for.,Oct,29,2013,53,neg,
agoda,it was comfortable and relaxing. it was an excellent weekend get away for our family,Oct,29,2013,80,pos,
agoda,It is good! If ever I will come back to Tagaytay it will be Taal Vista Hotel again..,Oct,28,2013,73,pos,
agoda,Hotel is nice  I was there for a friends wedding held on hotel lawn overlooking the lake. It was very scenic  very nice setting for a wedding. My room was average for the price and did not have a mountain view  dispite the name  as it faced a parking area. Location is quite a distance from Manila and is out on edge of town.,Oct,23,2013,80,pos,
agoda,Enjoyed our stay in this hotel. View from the hotel was relaxing & the hotel provided all that we needed. I suggest 'though to have an enclosed access from the rooms to the lobby for easy movement during rainy days. 'Appreciated much the Sunday holy mass for the guests.,Oct,19,2013,73,pos,
agoda,Very nice location you can see the task volcano lake in your room balcony,Oct,07,2013,80,pos,
agoda,It could have been better if the weather is fair. We were not able to fully enjoy the scenery because of the typhoon. Best to go in this location during the summer.,Oct,02,2013,97,neg,
agoda,My family enjoyed the sight seeing. It's worth our family bonding.,Oct,02,2013,87,pos,
agoda,The hotel exceeded our expectations. Everything that we need for our short vacation is right in the hotel: scenic view of taal  relaxed mood  fun activities  swimming pool  and friendly and attentive staff. Although the cost is a little bit pricey  the overall hotel experience is a great value for money. We will definitely come back,Sep,30,2013,87,pos,
agoda,not worth the money  incredibly un-attentive staff  every little thing that could go wrong did (noise  lengthy waits  cold food  broken fixtures  poor service  overpriced services  confusing and unmapped floor plan  etc). The staff: talagang wala silang paki-alam sa customers.,Sep,26,2013,47,neg,
agoda,We stayed for our anniversary. It was very good and will use the same hotel for our wedding,Sep,25,2013,100,pos,
agoda,It was comfortable and relaxing. My family enjoyed the food served at breakfast buffet. We all liked the souvenir at the hallway: kultura all Filipino items. The entertainment is good at the lobby especially the musicians.,Sep,25,2013,80,pos,
agoda,Relaxing weekend stay away from the city but close enough to take the road trip that takes around an hour from Makati City.,Sep,24,2013,83,pos,
agoda,My wife and I were enjoying our 42nd wedding anniversary and the on duty manager Jermaine  went out of his way to ensure we had a fantastic stay. His attention to detail in helping us find the best room with a gorgeous view was note worthy. Will return soon!!,Sep,21,2013,100,pos,
agoda,Wifi helps a lot. The parking lot though is too far from the rooms. The windows was left unlocked  an easy access for robbers to get in..,Sep,21,2013,90,neg,
agoda,Great experience!! splendid .excellent  will definitely come back in the future  will bring family and friends.,Sep,13,2013,80,pos,
agoda,Very good stay  the staff where very friendly and assisting customers well. security was in place.,Sep,13,2013,80,pos,
agoda,it was an excellent quick stay  which is closed to nightlife and the taal view is superb  highly recommended to tourist who are first timer in tagaytay.,Sep,04,2013,77,pos,
agoda,Relaxing and attentive staff. When I arrived at the room,Aug,29,2013,83,pos,
agoda,Ok very nice  its fun to stay there because you can roam around to enjoy the facilities. Especially the view of taal volcano where you can taje pictures.,Aug,29,2013,80,pos,
agoda,My stay at Taal Vista Hotel was very pleasant and at par with my expectation. It is my hotel of choice  being perfectly located at the center of what Tagaytay is known for- the view of the Taal lake. It is convenient and ideal for guests of all ages.,Aug,28,2013,83,pos,
agoda,Super attentive staff made my one night stay a pleasure. The view was fantastic to look at as was the surrounding hotel and its facilities.,Aug,23,2013,90,pos,
agoda,Very good quiet and nice to relax and good location,Aug,23,2013,93,pos,
agoda,We enjoyed our stay in the hotel. Good service and good entertainment.,Aug,22,2013,80,pos,
agoda,It was fun. I would recommend it to my relatives and friends. Planning to stay there again in the next few months.,Aug,22,2013,80,pos,
agoda,We booked the hotel for our wedding preps. It was far from the church but we still did book the hotel because of the room size and views of the Taal Volcano which was perfect for pictorial.,Aug,22,2013,87,pos,
agoda,The staff was very attentive. The rooms were large but I had myself upgraded to the Lake View Room and it was all worth it. Imagine waking up to the view of the Taal Volcano. Fantastic!,Aug,21,2013,77,pos,
agoda,After staying in various hotels in the Tagaytay area  I have decided that Taal Vista will be my home in Tagaytay. The rooms are large and well appointed. The lobby lounge is a great place to while away the afternoon with a fantastic view of the Taal Volcano.,Aug,20,2013,80,pos,
agoda,Overall the experience was very relaxing. We wanted to get-away from the stoic and crazy city life and staying at the hotel seemed to be a good choice. There is a nice view of the mountain from our window. The room was very comfortable. The weather was cool and perfect especially for couples. We tried the fried halo-halo just for kicks. It was good and unique. There is a variety of food choices in the restaurants. It is located just in front of Casino and a few minutes walk to Sky Ranch. One downside is the bathroom door. It is a tad bit difficult to slide open/close. Also the building is stretched horizontally - lakeside wing (left)  lobby (center) and mountain wing (right). We were situated at right most room of the mountain wing so getting to the lobby was quite a walk. There were only a few channels and not a lot of choices on the room service menu. But all of it was tolerable and were not really serious issues for us.,Aug,20,2013,77,pos,
agoda,relaxing  quiet  rejuvenating  nature  easy to go to and near restaurants and sights to visit but the most important thing was the privacy to our room but very far from the reataurant,Aug,20,2013,80,pos,
agoda,its quite disappointing at first because we want the mountain view room but ended up the name mountain wing is just the name of the building so i guess its quite expensive hotel with view of a rooftop. but it has a clean large bathroom and clean room and it was a pleasant stay in this hotel. unfortunately it is far from restaurants and the only transportion is jeepney  so we had to walk quite far to have dinner.,Aug,20,2013,93,neg,
agoda,ive been to taal many times but havent stayed. i would recommend taal to my friends and families  we had a wonderful and pleasant stay. i will surely comeback.,Aug,18,2013,80,pos,
agoda,Comfortable stay. Beautiful views off balconies to the Taal volcano and lake. We were upgraded to the second best suite at a discount price and enjoyed staying in a large 2 room suite with shared living area with our family. The walk to this suite is right around the hotel  but there is a shortcut from the external back side of the hotel. Kids play area is out of the way down stairs  making carrying a stroller down them uncomfortable. Toys in the playroom were broken and need upgrading. Besides this the room was top quality  food was standard  staff was friendly and hotel was attractive. There is a great souvenier shop too. The location is perfect for sightseeing.,Aug,18,2013,97,pos,
agoda,Had a great overnight stay! Check-in and check-out both hassle free. Comfortable bed  room big enough.,Aug,16,2013,87,pos,
agoda,Stayed here with my family  my fiance and my fiance's family. Amenities were okay. Parking could be confusing (mountain wing parking is quite of a walk to the other wing)  but staff are always around to help. Safe choice for a stay in Tagaytay for families. Rather boring for couples.,Aug,16,2013,97,pos,
agoda,Great! Very Quiet  Nice View of the Taal Volcano  I love the Murals,Aug,15,2013,83,pos,
agoda,We stayed for few days for my wedding in Tagaytay in July this year. Overall it was good and worth the money we paid. Luckily we booked via Agoda as booking directly to the hotel is a lot more expensive after personally checking. Booked a deluxe room with a lake view but there's actually no view in the room though the room was big and really nice. I should have asked the room to be changed but then I was too tired to do it. With a king bed and sofa bed altogether. There was a safe which didnt work at first but their staff were fast enough to settle this immediately. One wish for the hotel is for them to also provide breakfast in all rates offered by partners. This should be automatic. Also please note the wing if you book few rooms  lake wing and mountain wing is soooo at the opposite direction so walking to each room takes a lot of time and effort! The cart is only offered once you check in and you wont be able to use it after that. There's a BDO ATM machine beside the local shop on your way to the Lake Wing which is really convenient. Other than the breakfast not included in the room rates.... and quite a distance to walk to the other wing... its all good.,Aug,14,2013,90,pos,
agoda,what i did not like is i found out that i can get much cheaper rates (like 25% discounts) had i contacted the hotel itself and not through Agoda.,Aug,13,2013,77,neg,
agoda,nice hotel good food except for 1 terrrible meal... (dont order  from room service menu  the mexican chil carne... yuck !!! ) buffets were beautifully presnted and the food was good... great frozen margaritas  but a bit pricey... found all staff members very friendly and attentive... the trio of musicans was excellent.. sit in the dinning room at luch or early evening to hear them play... request spanish instrumental music.. great stuff.. nice hotel for couples... the one big complaint i had was the nightime entertainment... the entertainers/musicans are good enough  but each one cranked the amplifer so high  that it was difficult to have a soft conversation with the person next to you. It was so loud that it deterred my girlfriend and I from sitting there in the evening and enjoying drinks and desserts.... it was a big negative as that area is very beautifully decorated and comands a terrific view..but the music was completely over-powering...not the soft background sounds it should have been..... it is also a bit far to walk to local restaurants.. though a 30-50 pesos ride or 8 pesos jeepnie will get you there quick enough.Both not recommended if you are a very large or heavy person as both are tight squeezes to get into!,Aug,12,2013,83,neg,
