site,review,date,sentiment
booking,Love all  really.,2016-12-17,neg
booking,The view (make sure you get a lake view room)  the space  the staff  the meals.,2016-12-17,pos
booking,Nothing,2016-12-18,neg
booking,Croissants are crunchy delicious! Beds are comfortable and clean!,2016-12-18,pos
booking,The weather ( out of your control ) !,2016-12-19,neg
booking,The Hotel facilities and accommodation was as good as anywhere else in the world . All the staff were extremely friendly and helpful   especially Paul from security .,2016-12-19,pos
booking,Room was old. Taza factory outlet understaffed so the service was so slow.,2016-12-19,neg
booking,Staff were so friendly and courteous.,2016-12-19,pos
booking,I called the operator and housekeeping and there was no answer.,2016-12-22,neg
booking,The lake view..,2016-12-22,pos
booking,There was a delay in me getting my room. Also  the noodle in the breakfast was very soggy.,2016-12-24,neg
booking,Location  Weather,2016-12-24,pos
booking,The comfort room don't have bidet.,2016-12-24,neg
booking,The room was comfy.,2016-12-24,pos
booking,Well the staff were friendly and accomodating and as always I love the ambiance of Taal Vista.,2016-12-26,pos
booking,Long queues at reception  room was not ready at check-in  old rooms with thin walls/doors  huge queues at breakfast,2016-12-26,neg
booking,Good location  scenic view  helpful front desk manager Aki  kid's room,2016-12-26,pos
booking,Toilet has no exhaust and hose. Internet is slow.,2016-12-27,neg
booking,The free breakfast  good AC  and quietness of the place.,2016-12-27,pos
booking,An indoor heated pool should have been great.,2016-12-27,neg
booking,The hotel location is exactly what I need to get relax with my family. The room is excellent as it is at the 4th floor Lake Wing overlooking perfectly the lake.,2016-12-27,pos
booking,the room had a long distance to walk to.,2016-12-28,neg
booking,Balcony is too near each other.,2016-12-28,neg
booking,I didnt like the process of your buffet breakfast at the time we are there .And the ways of how are the sitting arrangement when ever we arrive at the buffet resto.And one more we have the experience that we are requesting  more sunny sideup eggs and the cook told us that there are no more eggs anymore is that right?And One more choices of food are not so many and the drinks are also limited.I suggest that you must improve the foods and choices of foods.And Imust suggest that you putr a waiting area near your front desk coz. if many people are checking out or checking in at your hotel we cannot find any near sofa that guests are to comfort themselves.,2016-12-28,neg
booking,I like the services of the staff and at bthe concierge people .,2016-12-28,pos
booking,Wedding receptions all over  hotel guests and wedding guests mixed together. Receptions should have their own area. A little bit overpriced,2016-12-29,neg
booking,Wonderful location and excellent staff.,2016-12-29,pos
booking,Check-in took long. Queue management should have been better.,2016-12-29,neg
booking,nice location,2016-12-29,pos
booking,the room is small  considering we got the premier queen room and compared to the room we got from another big hotel in the area (in previous visit). the toilet/bath room has no bidet  and small. in other words  the room is not value for money.,2016-12-29,neg
booking,staff were friendly and the rooms were spacious  renovations were good.,2016-12-29,pos
booking,Old towelsI,2016-12-29,neg
booking,View was fantastic.  Room was big and clean.,2016-12-29,pos
booking,Slow service from reception to restaurants. We arrived an hour past check in time but rooms were still not ready. We left our luggage at the concierge but it was left unattended. Nothing was lost but it was still left unsecure.,2016-12-29,neg
booking,Rooms were clean,2016-12-29,pos
booking,Old furnishings,2016-12-30,neg
booking,The view of taal volcanoe,2016-12-30,pos
booking,I AM A REGULAR GUEST OF THIS HOTEL THE PROBLEM IS IF IT IS PEAK SEASON THE QUALITY OF SERVICE IS POOR.,2016-12-31,neg
booking,Amazing view from our room and staff were very polite and helpful. ATM machines are right at the hotel. It's also just next door to sky ranch  it's actually where the action is. Also   My son had an accident (not a serious one thankfully) and all staff were very attentive. A very special thanks to Glenn for his amazing support. Would come back to this hotel.  Btw  we loved lounging at the bar next to lobby.,2016-12-31,pos
booking,The hallway to the rooms look cold and creepy.Its like you went down to a dungeon or a dugout in the basement . Looks more like  a barracks than a 5 star hotel hallway. All you see is a long stretch of walls and bare floor to match it. No windows or any decors. They could have warmed it up a bit by putting art pieces on the wall or  a consul table every few meters  planters etc.,2017-01-01,neg
booking,Its goodlocation,2017-01-01,pos
booking,No improvement at all in the game room and gym facilities,2017-01-02,neg
booking,greeting us with an anniversary cake. very thoughtful.,2017-01-02,pos
booking,Super love the view  food  and the staff. They are very accommodating.,2017-01-02,pos
booking,The windows in my children's rooms  (2x) were very dirty. Our room overlooked a dirty storage area.  The food service at the lobby was so slow and unorganized.  Very disappointed.,2017-01-02,neg
booking,Room door mechanism didnt work and everytime had to walk back to reception for them to send an engineer and waited a long time for them to come. Had once to walk back to reception and explain it all over again for them to arrive later. Not happy with the service. Restaurant service poor and slow and one need to ask for help and service.,2017-01-03,neg
booking,Filipino-Breakfast: Not for everyone Poor cleanliness of room and bathroom,2017-01-03,neg
booking,Julian at the reception was beyond helpful and anticipated my needs. Offered to have our breakfast packed since we were leaving early the following day.  Coconut bread at the bakeshop was delicious. Breakfast buffet selection was more than average and delicious.The soup was a bit salty though. The view of course is what made me choose to stay here.,2017-01-03,pos
booking,Restaurant,2017-01-05,neg
booking,View,2017-01-05,pos
booking,Cable tv is not functioning but we dont care ,2017-01-05,neg
booking,The place needs renovation especially the elevator at the Mountain Wing and the shower room.,2017-01-06,neg
booking,The location is just beside the Sky Ranch and just in front of a casino. If you're hungry during the wee hours  then you can always order from McDonald's which is just in front of the hotel.,2017-01-06,pos
booking,The room provided was quite old already. In the picture it looks very different,2017-01-07,neg
booking,good weather... cold,2017-01-07,pos
booking,Our room feels old and needed renovation. It feels damp,2017-01-07,neg
booking,The view and atmosphere is very relaxing. Being near the Sky ranch added a spectacular view specially at night which the kids enjoyed.,2017-01-07,pos
booking,there was no receipt issued to me even if i asked for it already...i asked for an extra bed for so many times  and i ended up none... it was raining during that time  and part of the ceiling  maybe near  the window has a leakage  we reported it already  but still no action... the floor should have been carpeted nowadays...,2017-01-07,neg
booking,Nothing  if other hotels are available I won't stay there.,2017-01-07,pos
booking,Lipstick marks on glasses that I haven't used yet. Slow response of staff,2017-01-08,neg
booking,Location,2017-01-08,pos
booking,We booked 7 rooms  none had the requested lake view.  We asked to have a baby cot also not provided. Showers are too old.,2017-01-08,neg
booking,Bed linen,2017-01-08,pos
booking,The stream of water from the shower was so weak it was not possible to take a bath properly. The towels were also old  gray and thin.,2017-01-08,neg
booking,Location.,2017-01-08,pos
booking,Toilet didn't have bidet,2017-01-09,neg
booking,Great view of the island volcano,2017-01-09,pos
booking,- No bidet (minus 1 star ;p) - Room service doesn't provide any tray to eat on. Have to pay extra if you want them to fix a table for you. (what??) - Staff forgot to refill toilet paper. >_< - Buffet is a bit overpriced.,2017-01-11,neg
booking,- Very nice view and location - Accommodating Staff - Relaxing lounge - Parking is no problem,2017-01-11,pos
booking,Drops of water from the aircon. We had to put a catch basin and a towel to avoid any accident.,2017-01-12,neg
booking,Cozy bed,2017-01-12,pos
booking,Water heater in the room was not fixed,2017-01-13,neg
booking,Breakfast buffet was good!,2017-01-13,pos
booking,Internet connection of our room is actually slow..  :'( failed to do some online stuff. It even keeps turning on and off..  I wish for a faster internet connection,2017-01-14,neg
booking,Scenery,2017-01-14,pos
booking,Buffet,2017-01-15,neg
booking,Cleanliness and the view from our room!,2017-01-15,pos
booking,the hotel is overated... our christmas eve was spoiled due to transferring of rooms as i complaint on the low quality of rooms. when you book through booking.com they will give the room in the old buidling which look like a hospital area. Never again on this hotel. Nobody answers the phone in the front desk...,2017-01-15,neg
booking,Best hotel i ever tried.  And convenient,2017-01-15,pos
booking,Sitting capacity in the resto bar located at the lobby is limited. Food during lunch and dinner is very expensive and not worth the price considering the selections and tastes.,2017-01-16,neg
booking,The comfortness of our room and the Veranda's breakfast buffet  aside from the view deck where we have the perfect view of the Taal Lake/Volcano itself.,2017-01-16,pos
booking,Checking in took a while  but it was ok.,2017-01-16,neg
booking,It was an excellent stay. Will be back soon.,2017-01-16,pos
booking,The cup for brushing teeth was dirty though,2017-01-17,neg
booking,Breakfast was good and staff are respectful. Overall experience is very good.,2017-01-17,pos
booking,Poor wifi connection. Towels musky - rooms lights not bright.,2017-01-17,neg
booking,I like all the foods specially the donuts and salads etc,2017-01-17,pos
booking,BATH ROOM IS NOT  5 -STAR; MOLDS AROUNF BATH TUB. OUR ROOM IS SUPPOOSE TO BE MOUNTAIN VIEW  HOWEVER  I DON'T SEE ANY MOUNTAIN.,2017-01-18,neg
booking,Location,2017-01-18,pos
booking,No bidet,2017-01-19,neg
booking,Bed very comfortable. Hotel and room very clean. Good view of Taal lake. Friendly and accomodating staff,2017-01-19,pos
booking,Food in hotel restaurant and breakfast buffet left us wanting more... No bidet in bathroom  No telephone shower... Overpriced in our opinion,2017-01-19,neg
booking,The food is really good. The breakfast buffet was fresh and yumm. Nice view  of course and very comfortable bed as well.,2017-01-19,pos
booking,The room we stayed add did not have a lake view that we were expecting.  You can see the lake but our room was in front of the nearby park and was really noisy. Also the air conditioning unit was leaking so you can hear the water dripping all night.  Also they changed the restaurant to buffet style and service and food is below standard.  I liked the food better before.,2017-01-19,neg
booking,Everything.....,2017-01-19,pos
booking,The toilet floor is quite slippery so be careful,2017-01-19,neg
booking,the manager on duty was veryful but our first day is already spoiled .,2017-01-19,pos
booking,The cr doesnt have bidette...,2017-01-20,neg
booking,The weather,2017-01-20,pos
booking,Location  view,2017-01-21,pos
booking,Taal Vista Hotel continues to be the best established hotel in Tagaytay City. Its been there for decades and the service and facilities remain fresh. It also remains to be one of the best located hotel/resorts in town  with the best view along Tagaytay ridge. The rooms are spacious and the staff are extremely friendly. I booked multiple rooms for family who were visiting from the US and all were extremely happy with their accommodation for the weekend! Parking was never a problem  though they do not have valet service.,2017-01-22,pos
booking,The whole ambience of the hotel was pleasant and the hotel employees are friendly and helpful. The food was okay.,2017-01-23,pos
booking,Price  quality of room & breakfast,2017-01-23,neg
booking,The location is stunning  breakfast is ok.,2017-01-23,pos
booking,The food and the ambiance,2017-01-24,pos
booking,The room (in the mountain wing) was torn down and downright unclean  we were very disappointed.,2017-01-24,neg
booking,the ambiance of the hotel and the view overlooking the taal volcano.,2017-01-24,pos
booking,The elevator near our room/ in our floor broke down on our second day. We have a baby and a stroller so it was a bit of a hassle to use the stairs. Fortunately it was fixed within the day.,2017-01-26,neg
booking,I like the location and its near fun ranch,2017-01-26,pos
booking,Sometimes the heated water was not hot enough,2017-01-27,neg
booking,room food view,2017-01-27,pos
booking,breakfast menu has few variety. we don't like it that much esp the kids.,2017-01-27,neg
booking,The beds very uncomfortable the rooms in bad need of maintenance power points not working or dangerous.doors wont lock. Safe not operating. Aircon leaking. No offer of compensation.left one day early. Absolutely disgusted. Will not recommended to friends.,2017-01-27,pos
booking,I think more attraction for kids,2017-01-28,neg
booking,Great!!!,2017-01-28,pos
booking,we weren't able to have our breakfast at veranda because it was full. room keys didn't work properly.,2017-01-29,neg
booking,every member of the staff i encountered was courteous and helpful. joyce of veranda went above and beyond when i requested for a cup of bulalo broth to be served in another restaurant.,2017-01-29,pos
booking,Staff only good point,2017-01-29,neg
booking,The location...,2017-01-29,pos
booking,the lobby cafe was too small that we did not have any space when we visited the area  after our dinner outside....,2017-01-30,neg
booking,view / weather,2017-01-30,pos
booking,Veranda staff,2017-01-30,pos
booking,I requested an extra bed before we arrived  wasn't provided one. I followed it up the day we arrived  receptionist said will speak with housekeeping. Still no extra bed  and I was still charged for it!  Plus charges should be incurred upon booking  so people would know the ACTUAL price before booking. Plus  housekeeping was changing our linen while we were in the room. That is a first for me in all of the hotels we've booked before. Lastly  only one keycard was provided for us  I still have to request for a spare.,2017-01-30,neg
booking,Good size bedroom,2017-01-30,pos
booking,Too many bedrooms and not enough restaurant capacity to sit everyone. People made to queue and wait for breakfast  not enough waiting staff. Traffic in Tagaytay is now worse than Manila,2017-01-30,neg
booking,the staff  particularly the waiters at the veranda were all nice...i love the cookies given for new year...,2017-01-30,pos
booking,The toilets have no bidet for hygiene purposes.,2017-01-31,neg
booking,The food are delicious and there are many choices.  We didn't get the nice view of the lake due to limited rooms available,2017-01-31,pos
booking,None,2017-01-31,neg
booking,Good and Variety of food  Friendly staff,2017-01-31,pos
booking,Taal Vista Hotel is an awesome hotel. The view and location of hotel is perfect. I like that fact that there are securities in the area and in the middle of Tagaytay city.,2017-02-01,pos
booking,rooms are getting dated could do with a face lift  especially the bathroom. Ground floor room but the windows were dirty on the outside?,2017-02-02,neg
booking,The staff are great.  You will feel good seeing their good smile at all times including the security personnel. Plus points is the easy access from hotel to SKYRANCH.,2017-02-02,pos
booking,I wish the staff told me at check-in I had a choice between the Lake View Wing and the Mountain View Wing  and I wish someone had been honest about the unexciting view from the Mountain View Wing! (Too much to wish for  but still...),2017-02-02,neg
booking,Location is brilliant  staff were very helpful and attentive without being intrusive  Food was of a very high standard and excellently presented which more than compensates for a what some may see as a limited menu.,2017-02-02,pos
booking,The service could have been better  especially in the restaurant.,2017-02-03,neg
booking,Friendly staff and the proximity to sky ranch,2017-02-03,pos
booking,I expected to have rooms facing taal lake.,2017-02-03,neg
booking,Location and facilities are amazing. We had a wonderful family room.,2017-02-03,pos
booking,Needs more facilities for kids..,2017-02-04,neg
booking,>the family room the I got is very comfortable for family with 4-6 adults and 2-4 kids >very big and spacious >good view of the lake and volcano >very near to malls and skyranch,2017-02-04,pos
booking,Recrption,2017-02-04,neg
booking,Bacon is good,2017-02-04,pos
booking,>the rooms were very far from the reception area  restaurant and other facilities I was not offered(or maybe I should have requested a room facing the lake) >there was no bidet in the toilet >limited choices for breakfast,2017-02-05,neg
booking,View  accomodation and staff,2017-02-05,pos
booking,There's nothing special,2017-02-05,neg
booking,Nice place. Beautifull view on lake. Luxury hotel with good equipment,2017-02-05,pos
booking,Gym is closed on sunday,2017-02-06,neg
booking,Food and drinks,2017-02-06,pos
booking,There is molds and chocroches. Poor service,2017-02-06,neg
booking,The lobby and facade looked so beautiful  since I believe they went through a renovation a couple of years ago. However  when we got to our room  it smelled of moth balls and really looked dated. The bathroom was so disappointing. The shower head won't even turn because it's already rusty. The AC kept us up all night because it kept on making noises.,2017-02-06,neg
booking,Internet was slow,2017-02-06,pos
booking,Impersonal staff  no atmosphere  higher prices.  We have room for two and travel with 6 years old child who should be for free. By the breakfast we were asked to pay for the child (usually eats one muffin and juice) 450 ps - aprox. $10,2017-02-06,neg
booking,To be honest  the food  staff  and location were the only saving grace.,2017-02-06,pos
booking,any better that value for our money,2017-02-07,neg
booking,One of the best view Great breakfast,2017-02-07,pos
booking,In travelling to and from Tagaytay  the traffic can be VERY slow  almost at a standstill on weekends. This applies to Taal Vista Hotel and everything else in Tagaytay  situated as it is on the rim of an ancient volcano.,2017-02-07,neg
booking,Panoramic c view of Taal volcano,2017-02-07,pos
booking,No bidet on toilets. No toys at all in kids club No heated pool Dirty window glass,2017-02-07,neg
booking,Great view outside overlooking taal volcano (not from the room).good breakfast.tolerable wifi.convenient entrance to sky ranch at the back of the property i wish the staff told me about it after buying tickets from them so i didnt have to walk through the busy highway's narrow sidewalk with little kids.,2017-02-07,pos
booking,The staff and crew are the best attribute this hotel have. 2 thumbs up  I have stayed here for our wedding and they have given us Congratulatory/Welcome gifts and cakes in our room. LOve love Taal Vista!!! It's like my family's second home.,2017-02-08,pos
booking,The pool water is cold. No food heater on breakfast.,2017-02-08,neg
booking,The romantic dinner set-up. The view of the lake.,2017-02-08,pos
booking,The passenger capacity of the elevator for my family didn't fit in a single ride.,2017-02-09,neg
booking,Taal Vista is the premium place to stay in Tagaytay  located with excellent views of Lake Taal. The venue has history on its side  with style and comfort. It is only 20 minutes from Sonya's Garden  a tranquil and exotic garden and eating place south of Tagaytay  a must visit place.,2017-02-09,pos
booking,I wish the swimming pool was heated.. it's Tagaytay  so you can imagine how cold the water would be around Jan-Feb..,2017-02-10,neg
booking,rooms are too old and not clean well,2017-02-10,pos
booking,Very old towels n beddings TV n furnishings poor working condition,2017-02-11,neg
booking,Love the wide selection of food and everything is well prepared and was just cooked perfectly.,2017-02-11,pos
booking,Bedroom sliding window door didnt fully closed so anyone could have gained access to my room through the patio. Poor bathroom lighting to put on make-up. Room service knocked on my door at midnight although I didn't request for anything. Next morning I was woken up by a knock on the door from hotel staff again. Took them 20 mins to seat us at the breakfast buffet and resto was not even full. Food quality was very poor and I couldn't eat it. Extra bed I've requested was never delivered. The list goes on and on but I'll stop here...,2017-02-13,neg
booking,A lot of undisclosed charges when I booked. I booked it for P7 700 but when I was made to pay at the front desk  they told me that the final amount was P9 500. In addition to P9 500.00 the hotel staff made me deposit an undisclosed amount of P2 000.00. Even if I was okay to paying said amount  the staff's service was less than okay. We were made to wait more than 1 hour to get our room. When we got to our room  we were also surprised to find that the windows weren't closed properly. We only found out when we could hear the full boom of the fireworks at night. The breakfast was mediocre as well.,2017-02-13,neg
booking,Location is excellent. Staff are friendly.,2017-02-13,pos
booking,The Hotel rooms in the old wing could use a face-lift. Litter such as plastic wrappers  bottle caps and cigarettes were visible from our room's mini veranda.,2017-02-13,neg
booking,Loved the experience of being in Tagaytay. The place is really nice and comfortable. Staff is excellent. My family loves the fact that SkyRanch is just next door.,2017-02-13,pos
booking,The Staff are hospitable and facilities are okay.,2017-02-14,pos
booking,The great view of Taal Volcano. Nice  friendly and accomodating staff. The hotel has an interesting background and history with pictures and story around the hotel.,2017-02-15,pos
booking,I didn't like the snobbish attitude of your front desk.  I requested something special to be set up on the room for my wife  they didn't listen to my request.  The room that we got was very old  it feels like very 90's  the shower and tub was too old and had hair on the drainage.  I had to request someone to untangle the plug from the drainage as we couldn't use the tub.  Come breakfast time  we went to the Veranda and requested for a coffee.  I'm not sure if the staff is trained well on hospitality specifically on how to brew coffee but it tasted like water (no bitter coffee taste at all).  Ofcourse the pastries were cold and dry  but I think that's why theres someone there to have it toasted.  Overall  it's overrated  overpriced and very old.  You'll be better off at a newer hotel with upbeat staff than this one.,2017-02-16,neg
booking,the mountain wing is already old. needs to be refurbished,2017-02-17,neg
booking,everything except the beddings,2017-02-17,pos
booking,Well  after our wedding  we decided to come back and book our suite room again which is still available and at around 11 PM close to midnight they made us wait in the lobby (I was wearing my wedding gown and my groom his tux) just for housekeeping to clean it. such a bummer that nobody cleaned the suite room after we use it after the wedding preps. But it's all good :) they manage to clean the suite room in 30minutes..,2017-02-17,neg
booking,i like that it is clean and doesn't smell even if the room looks old.,2017-02-17,pos
booking,Almost everything no customer service overpriced buffet old deteriorating rooms bath towels .look like rags because it's too old Requested for luggage assistance nobody showed up hotel price is overpriced.  Before coming to taal I stayed at diamond hotel and the comparison is night and day,2017-02-17,neg
booking,They had parking available.,2017-02-17,pos
booking,the beddings. as if it was not changed when we get there. the smell is not as fresh.,2017-02-19,neg
booking,The Hotel Staff are are very polite and accommodating.,2017-02-19,pos
booking,Slow response from staff. No one pick up the call from massage/spa which advertised in the room its available for 24hrs. No one help for carrying luggage even after requesting personally.  Kinda old hotel.,2017-02-19,neg
booking,I like that you had an XBOX 360 at the kids corner.  But then  the staff that was working there was late and came around 9:25am.  We were waiting for it to open at 9am but another staff got the key and had us play.  Another thing was that the Samsung tv is broken meaning there are white lines on the tv so we couldn't really play the game.,2017-02-19,pos
booking,Dinner of Feb.14 2017. It took more than 1-1/2 hour to be served. Maybe because  the  staff are all preoccupied with the number of guest  and  they overlooked our  simple Kare-Kare  and  soup of  the  day. My wife and  I  went up Tagaytay very Hungry and  needs  to  catch up with our booking. But it is forgivable. Do not worry about it.  We  will  still patronise your very nice  hotel in the future.,2017-02-20,neg
booking,Breakfast was good. Friendly staff.,2017-02-20,pos
booking,Bathroom pipeworks can be improved (rank smell even if the room is supposed to be fresh - just readied for new occupancy). Hotel rooms look very much dated. For the price they are charging per night  they should renovate or update the rooms.,2017-02-21,neg
booking,Great breakfast buffet spread,2017-02-21,pos
booking,The internet connection is really  very very poor; the food selections should be revisited by the management including its value for money; the location of the room from the main lobby is quite very discomforting; the floor in the room should not be made of tiles because its cold temperature is very very discomforting to the feet especially if you walk barefoot in the floor;  the management should consider installing bidet in the toilet;,2017-02-21,neg
booking,The room is spacious and the bed is comfy,2017-02-21,pos
booking,Service needs to be improved.,2017-02-21,neg
booking,Location  beyond question is really amazing and great.  The view from the room and from the observation deck is really mesmerizing. The staffs are friendly and their services are warmth and heartfelt.,2017-02-21,pos
booking,Run-down rooms / shower and bathroom fixtures broken,2017-02-24,neg
booking,The location,2017-02-24,pos
booking,Location and the view,2017-02-25,pos
booking,Very gracious and accommodating staff Nice view of Taal Lake Generous breakfast,2017-02-26,pos
booking,No bidet in the toilet.,2017-02-27,neg
booking,The place was beautiful. Loved the garden with a view of Taal Lake. The room was nice and spacious as well. The hotel staff were accommodating and pleasant.,2017-02-27,pos
booking,VEry Poor Wifi connection. EXpensive rate for an old bldg room mountain wing if I remember it right.,2017-02-27,neg
booking,Hospitality of your reception desk. And the food.,2017-02-27,pos
booking,Too crowded @ the reception on weekends,2017-02-28,neg
booking,View fantastic - long walk to the central part of hotel for breakfast,2017-02-28,pos
booking,Generally  the bathroom in our room could have been cleaner  or better yet renovated. For one  after a hot shower the mirror fogged up and markings I LOVE U by the previous guest (most probably) appeared. Caught me by surprise and scared my a little bit. The floor/tiles looked a bit old and dirty.,2017-02-28,neg
booking,The food and service,2017-02-28,pos
booking,Mountain wing is old and the beds are sagging. Needs an upgrade.  The lake wing - note not all rooms in the lake wing have the view of the lake as mine looked out to the street; is a newer building but has bad shower drain. The water goes out of the shower cubicle and into the room. I informed the front desk but the lady didn't seem to be interested to hear my feedback.,2017-02-28,neg
booking,Closer to wedding venue,2017-02-28,pos
booking,early morning noise from hotel guests at the viewing area.,2017-03-01,neg
booking,Loved the breakfast as there were lots of selection! Tza fresh table is a must try for a romantic dinner  amazing food and service! The view from our room was magnificent - overlooking the lake. Clean - Spacious room and comfortable to stay. All the staff were very accommodating and helpful.,2017-03-01,pos
booking,None  i really love the place,2017-03-01,neg
booking,Location,2017-03-01,pos
booking,Dirty room  and it was not ready.,2017-03-02,neg
booking,The scenic view of taal volcano  its premium facilities  staff were very accommodating  it is just beside the sky ranch  accessible to public transport and  the name itself which is already a landmark by history,2017-03-02,pos
booking,It is a little confusing to find your room.  And the elevator to access your room is on the 2nd floor  not the ground floor!,2017-03-03,neg
booking,The view from the Lake View rooms are breathtaking! Ask for a room on the 4th floor to maximize your view of the lake and volcano.,2017-03-03,pos
booking,Bed too hard Food just ok. Not too many choices Front desk staff sucks,2017-03-05,neg
booking,cool weather,2017-03-05,pos
booking,Room service. Ordered coffee as we are checking out very early  it wasn't delivered at all.,2017-03-09,neg
booking,The view was superb  the room was spacious  very comfortable  and clean. The staff were all very accommodating and professional.,2017-03-09,pos
booking,None.,2017-03-11,neg
booking,The view and cool weather,2017-03-11,pos
booking,Rooms could use a bit larger airconditioning machine.,2017-03-11,neg
booking,Traffic going there,2017-03-11,neg
booking,everything is good.,2017-03-11,neg
booking,The room were nice.the breakfast was yummy!:),2017-03-11,pos
booking,accessible to major land mark..,2017-03-12,pos
booking,Renovation/construction should as much as possible be done when adjoining rooms are vacant.,2017-03-12,neg
booking,Price is a bit high  but it was all worth it - considering I booked online 3 minutes before arriving at the hotel. Excellent room  high class facilities. View was superb. Breakfast buffet is great and they serve until 10:30 am. Staff are accomodating and polite.,2017-03-12,pos
booking,Nome  nada!!Excellent hotel,2017-03-12,neg
booking,The tiles in the shower area could be cleaner,2017-03-13,neg
booking,Service extremely poor.  We have waited for our meals about 2 hrs and end up frustrated and left the restaurant.  Worst Valentine Day's dinner ever.,2017-03-13,neg
booking,The hotel is quite dated but still a very good one for this area.,2017-03-13,pos
booking,Breakfast was really superb,2017-03-14,pos
booking,The door lock frequently malfunctions making it difficult to open,2017-03-15,neg
booking,The bathroom has hair strands and plsntake note of this ALL THE STAFF ARE NICE EXCEPT THE STAFF AT THE FRONT DESK THEY ARE NOT FRIENDLY IVE TALK TO THIS OTHER GUEST AND THEY TOLD ME THE SAME,2017-03-15,neg
booking,Breakfast is superb,2017-03-15,pos
booking,The feeling of having plenty of space,2017-03-16,pos
booking,food specially the the ala carte can still be improved.,2017-03-16,neg
booking,staff always smiling and very helpful  friendly  courteous and professional,2017-03-16,pos
booking,None,2017-03-17,neg
booking,The surrounding,2017-03-18,pos
booking,Poor service  it took three calls to have someone come to fix the internet  then it was still slow.,2017-03-19,neg
booking,We were given a room with a broken bathroom door. Although we were transfered to new one  that is after we requested to but still they should have not allocated that room to any of their guests on the first place. It's a waste of time to transfer after you've settled in the room only to find out later that something is broken. They should also improve on their check-in time as well. For the price we payed for a deluxe two-bedroom suite  it's not worth it!!,2017-03-19,neg
booking,Lovely place and very service oriented staff. Recommend the lake view wing  breathtaking!,2017-03-19,pos
booking,comfort room toilet bowl  glass partition had smudges. comfort room floor tile grouting was dirty.i thought i will get a lakeview window bec the booking stated that it is a lake bldg.to my dismay it was not.,2017-03-19,neg
booking,Nice view.,2017-03-20,pos
booking,Few choices for breakfast.,2017-03-20,neg
booking,The view though we didn't get the lake view of the room but still my kids enjoyed staying there.,2017-03-20,pos
booking,The water from the bathroom had to be wiped twice by the housekeeper because it flown from inside going to the foyer of the room.,2017-03-20,neg
booking,Wifi was diffiucult to access  Espresso bullets were used already  Very dim lights st the receiving area of our room,2017-03-21,neg
booking,I traveled with a senior citizen with 4 kids  I was given the farthest room without elevators. It was the longest walk in our life before you get to relax.  That was the baddest first time experience in the hotel.,2017-03-21,neg
booking,bed was comfy.breakfast was good.staff was friendly and helpful.,2017-03-21,pos
booking,the location and the view,2017-03-21,pos
booking,Our view...,2017-03-22,pos
booking,The room is not clean. Even the toilet is dirty and clean well. I think the cleaner not doing their job properly. All is excellent except for the cleanliness of the room. I was so disappointed for the cleanliness.,2017-03-23,neg
booking,Great view and well spend money,2017-03-24,pos
booking,nothing,2017-03-24,neg
booking,Just the location.,2017-03-24,pos
booking,It wasn't about the property. It is about the cost of pizza we ordered. It was only Php400 in the menu but when we checked out it was about Php500. We found out there was service charge.,2017-03-25,neg
booking,We can plug our external hard drive to the TV and watch series/new movies,2017-03-26,pos
booking,to improve Breakfast not up to a 5 star level ..,2017-03-26,neg
booking,very friendly staff.,2017-03-26,pos
booking,Quite expensive eg breakfast buffet for 950  should be a bit lesser.,2017-03-27,neg
booking,Expected the room to have a view of the lake but apparently  the name Lake Wing was misleading.  I had to upgrade to a room that actually had a view of the lake!,2017-03-27,neg
booking,Best view of Taal.,2017-03-27,pos
booking,The ambiance is really great  despite its old i highly respect the restoration.,2017-03-28,pos
booking,Our room view wasn't really good. But everything else was ok.,2017-03-28,neg
booking,Food is good. Room was better especially that it has a bathtub than the room I had before.,2017-03-28,pos
booking,You can hear sounds from your neighbours because the wall doesn't insulate well.,2017-03-29,neg
booking,Gorgeous view towards the Taal Lake.,2017-03-30,pos
booking,The bathroom is not really clean. Bottled water should automatically be replenished on the 2nd day.Also  we didn't know that they have entrance to the sky ranch  we were not able to use the entrance. Entrance fee should be free  it should be a privilege,2017-03-31,neg
booking,The view deck and access to sky ranch. Breakfast is very good  there's ample choices of food.,2017-04-01,pos
booking,Pool heater should be provided,2017-04-02,neg
booking,The scenery was fantastic  the room was so clean and the staff were courteous.,2017-04-03,pos
booking,The breakfast was ordinary.,2017-04-04,neg
booking,I just love this hotel  the room is big enough  quiet & the staff our courteous plus the food was great  especially the croissant and the free fresh fruits in the lobby & inside the room...;-),2017-04-05,pos
booking,well since it's summertime  they could have extended the swimming hours until about 7pm since the sun goes down pretty late so the kids can enjoy more swimming time...,2017-04-06,neg
booking,Food is great. Peacefully relaxing place to be.,2017-04-07,pos
booking,Just a little upgrade on the bathroom at the mountain side building.,2017-04-08,neg
booking,Best view and location. Excellent!,2017-04-09,pos
booking,All the staff were great and super nice. Our stay was very relaxing. Location is good since it's near everything. Will definitely be back.,2017-04-10,pos
booking,The room was less than what i was expecting for the price its hard to tell from the ads what you'll get.there was drilling and hammering around 1030-11am that can be heard from the room  as if it was being done in the room. Some traffic noise and screams from sky ranch can be heard from the room.,2017-04-18,neg
booking,i like the view,2017-04-18,pos
booking,When we check in there are no towels inside the bathroom   before we checkout somebody came ti check the refrigerator but is was empty when we entered the room.,2017-04-27,neg
