Review,Rating Date,Rating,Sentiment,Site  
The swimming pool could have been heated.,30-Jan-16,75,neg,booking
Buffet!,30-Jan-16,75,pos,booking
They should give the rooms a revamp. The floortiles in our room were loose... Breakfast was plenty but mediocre.,30-Jan-16,96,neg,booking
Everything except for the swimming pool.,30-Jan-16,96,pos,booking
Beatifull location. Tranquility  away from Manila,28-Jan-16,75,pos,booking
The rooms are far from the lobby.  The hallways are long  there are no chairs to at least rest after the long walk.  The elevator is not strategically located and you will lose your breath if you are getting the room with balcony.  There's another elevator that you can reach after climbing the stairs.  Not advisable for seniors but they have wheelchairs for those who need assistance. My mom stayed in the room alone until I arrived before midnight  creepy but she said she heard someone snoring behind her while she was sitting by the writing table.  Not sure if there are stories of this kind in the same room  just wanted to let you know :)  We just slept with the TV and lights on instead. :) CIGNAL's cable signal goes on and off.,25-Jan-16,,neg,booking
I like that the hotel is far from the busy area near Lourdes Church though a quiet place for a church is much appreciated. The room is spacious but VERY FAR TO REACH!  Bathroom is also spacious with complimentary toiletries.  They have an iron and ironing board.  The bed is comfortable.  Take note that we stayed in the new building. The buffet has a lot of choices and are being refilled as soon as it's empty.  They have a good spread.  They have juices and fruits.  The bread items are a bit hard.  Staff are very helpful. The main buidling is elegantly designed.,25-Jan-16,,pos,booking
The aircon was leaking.,24-Jan-16,,neg,booking
The food was good. Staffs were nice. Security was good also.,24-Jan-16,,pos,booking
I would say the only thing that bothered me was the availability of the pool. It closed at 7:00pm. I was there for a wedding and with all the practice and things going  I would have liked to relaxed in the pool when I got back to the hotel.,23-Jan-16,,neg,booking
I really appreciate the staff and how kind they were. They we very helpful and responded quickly to me and my girlfriend's needs. The hotel overall was very clean as well. And the view at the lookout was amazing.,23-Jan-16,,pos,booking
The unit we stayed was very near the water pump/water heater and it keeps on working overnight. My wife can't sleep,23-Jan-16,,neg,booking
The staff is very attentive and courteous  foods was great and the view of taal is stunning,23-Jan-16,,pos,booking
There's no videt in bathrooms.,23-Jan-16,81,neg,booking
I liked the privacy and the way my needs were accomodated by the staff. I was able to rest and relax which i badly needed that time.,23-Jan-16,81,pos,booking
None  i think,20-Jan-16,88,neg,booking
Banquet service,20-Jan-16,88,pos,booking
rooms feel outdated,17-Jan-16,71,neg,booking
The location/view is perfect,17-Jan-16,71,pos,booking
The facilities are quite worn out and old. The hotel needs improvement.,16-Jan-16,92,neg,booking
I requested for early check-in and the staff was kind enough to grant my request.  The staff are all accommodating and the place is very clean.  It makes our stay in Tagaytay really relaxing!,16-Jan-16,92,pos,booking
the location  the view of the volcano,12-Jan-16,75,pos,booking
No assistance from the staff taking you to your designated room,11-Jan-16,,neg,booking
Food,11-Jan-16,,pos,booking
My visitors at lake view side stayed at premier rooms on the third floor. We went the circuitous way when in fact there is a shorter route via 2nd floor lift. There should be a written instruction to guests regarding this info,10-Jan-16,,neg,booking
Immense improved faculties since the old Taal Vista Lodge,10-Jan-16,,pos,booking
the sink in our bathroom was a little clogged  the water takes time to disappear. The shower curtain smells bad.,8-Jan-16,,neg,booking
the view from the view deck is just fantastic. the breakfast buffet was also very good!,8-Jan-16,,pos,booking
Room not available on check-in time.,5-Jan-16,,neg,booking
I like the food they serve at the buffet.,5-Jan-16,,pos,booking
None so far. Better if they have bath tubs in the cr,5-Jan-16,81,neg,booking
Front desk dennise was very friendly,5-Jan-16,81,pos,booking
If the exhaust is not running you can smell foul odor (probably from a leak in sewage vent line in ceiling void).,5-Jan-16,83,neg,booking
the location -along the ridge  overlooking the Taal Volcano..,5-Jan-16,83,pos,booking
expensive to stay longer period of time,4-Jan-16,79,neg,booking
Accessible to many amenities and with mini park at the back of the hotel,4-Jan-16,79,pos,booking
Bathrooms can be cleaner as well as the chairs and beds.,3-Jan-16,96,neg,booking
The nearness of the hotel to taal volcano. The view.,3-Jan-16,96,pos,booking
A tad overpriced.,3-Jan-16,71,neg,booking
Close to restaurants. Best view of Taal volcano. Big rooms. Big bed. Beautiful hotel.,3-Jan-16,71,pos,booking
Too expensive to get the taal view,31-Dec-15,92,neg,booking
View  location  availability on peak season,31-Dec-15,92,pos,booking
Rooms are not sound proof. Bathroom faucet has no hot water. Toilet has no bidet.,29-Dec-15,,neg,booking
View  breakfast  staff,29-Dec-15,,pos,booking
Can improve the taste of the food. And install a bidet in the toilet.,28-Dec-15,,neg,booking
The site gives a fantastic view of Taal Volcano.,28-Dec-15,,pos,booking
hassle check-in even if confirmed booking and all special requests have been coordinated morethan a month prior to check-in  but when you check-in  you have to tell everything all over again... that's what you get from being so nice.  rooms have to be renovated,27-Dec-15,,neg,booking
Property location,27-Dec-15,,pos,booking
None,27-Dec-15,,neg,booking
Excellent view of taal volcano. Good location.,27-Dec-15,,pos,booking
Housekeeping was a littleslow but I was there on a weird time Big storm and double weddings kept them running,24-Dec-15,81,neg,booking
The view of the lake  courteous staff  food is good,24-Dec-15,81,pos,booking
No elevator in ridge wing,22-Dec-15,67,neg,booking
the food is great. location and all..,22-Dec-15,67,pos,booking
A tad on the expensive side,22-Dec-15,96,neg,booking
Nice view cleanliness very accomodating staffs,22-Dec-15,96,pos,booking
Great front desk and resturant personal Super fast check-in  I have been traveling in the RP for years and this place sets the standard for front desk and  facilities.,21-Dec-15,75,pos,booking
Beautiful facilties  polite staff,20-Dec-15,88,pos,booking
Stunning location overlooking the volcano and lake  very good buffets   nice large comfortable rooms   friendly staff.  Loved Tagaytay   weather is much cooler than Manila,13-Dec-15,96,pos,booking
Lack of signs or instructions going to our room.,11-Dec-15,,neg,booking
Excellent view,11-Dec-15,,pos,booking
Internet connection turns on and off.,8-Dec-15,,neg,booking
The view of the lae.,8-Dec-15,,pos,booking
It was not worth the money the breakfasts were not of good quality  table in the restaurant was dirty  no good coffee or fresh juice. In the room only one small shower gel and one small shampoo for 2 people  which was nearly enough for one.the games room has old and very damaged billiard table  pool is only opened till 6:00pm.Half of the devices at the gym are damaged. I think we overpaid for this hotel and it would not be my choice for second stay. IF hotel wants to charge this high amount for room  they shall adjust service to the highest standards as well.,6-Dec-15,,neg,booking
The view was great.rooms were very clean.,6-Dec-15,,pos,booking
the checkin was a bit slow. but its ok we were greeted warmly and with drinks.,3-Dec-15,,neg,booking
the buffet breakfast was good. our deluxe room is very comfy. an additional single bed was provided without a fee its definitely a plus for a fa ily of 2 adults and 2 kids.thank you Taal Vista.,3-Dec-15,,pos,booking
Poor internet connection,2-Dec-15,81,neg,booking
Very good place so relaxing,2-Dec-15,81,pos,booking
Toilet bowl had water stain ring,1-Dec-15,88,neg,booking
The staff are friendly accomodating and very helpful great location and i really feel safe in this hotel,1-Dec-15,88,pos,booking
A bit pricey,1-Dec-15,92,neg,booking
Taza restaurant - excellent food and service,1-Dec-15,92,pos,booking
On 2nd day the aircon unit was leaking and bathtub drainage is not properly draining which is so unhygiene to wash inside the tub. We stayed in room 269 lake view...pls try to install bidet as well. We need it so badly for hygiene-wise.,1-Dec-15,71,neg,booking
Best view of Taal Volcano and lake,1-Dec-15,71,pos,booking
Tranquility and serene location.,26-Nov-15,83,pos,booking
We've love the viee.. amazing,23-Nov-15,88,pos,booking
The price at Booking is much expensive and unreasonable compared to rack rates,22-Nov-15,,neg,booking
People are nice,22-Nov-15,,pos,booking
There's a bug in our room. Breakfsst buffet has changed. I like their selection before.,22-Nov-15,,neg,booking
Thank you for having staffs like denise and mimi,22-Nov-15,,pos,booking
None,19-Nov-15,,neg,booking
Location and surroundings.,19-Nov-15,,pos,booking
A highly rated hotel but no dry cleaning  it might not be cost effective but should recommend an alternative...,18-Nov-15,,neg,booking
Great location. Relaxing stay,18-Nov-15,,pos,booking
Poor coordination.,16-Nov-15,81,neg,booking
Accommodating and friendly staff  awesome food from Taza Fresh Table,16-Nov-15,81,pos,booking
Some staff at dining area give more attention to foreign guests than us local guests.,15-Nov-15,71,neg,booking
Staff are all courteous and very accommodating. Hotel is very  very clean as in spotless. Food is great. I needed antacid at night but the nurse was on break. One staff sent the med to our room.,15-Nov-15,71,pos,booking
checking in and checking out were very smooth. staff were so friendly.,11-Nov-15,79,pos,booking
Security  I rate them 9  a highly secured place  it is much better with the casino gone. I would highly recommend the place to my co-workers   friends and families.While I was young  My Tatay on our way home to Batangas always stop by at the historic coffee shop. Thanks to concierge  front office  restaurant staff  Housekeeping and Security staff.,8-Nov-15,92,pos,booking
I liked the food & ambience.sim,7-Nov-15,92,pos,booking
no carpets  no bidet,2-Nov-15,,neg,booking
the ambience!,2-Nov-15,,pos,booking
Our Room facing canyon ranch has a not so nice view. Down below also you can see the old Christmas tree that was uses before and some other junk.,2-Nov-15,,neg,booking
Room is nice . Helpful staff members. Good,2-Nov-15,,pos,booking
It would have been better if the fruit juices in the breakfast buffet were freshly squeezed instead of being powdered concentrate. Also  it would have been more exciting if there were native delicacies in the breakfast fare  as these would go well with the native chocolate drink or even coffee.,30-Oct-15,,neg,booking
The place is elegant and clean  especially the new wing.   The panoramic view of the Taal lake/volcano was exhilarating.,30-Oct-15,,pos,booking
Housekeeping were not efficient & consistent,29-Oct-15,,neg,booking
Staff were very helpful,29-Oct-15,,pos,booking
They didn't accommodate my request prior to my stay from Sunday to Wednesday.,25-Oct-15,81,neg,booking
The Amadeo Barako coffee,25-Oct-15,81,pos,booking
Room service,17-Oct-15,96,neg,booking
Hotel area,17-Oct-15,96,pos,booking
There is no separated door for the toilet and no handy spray ...,14-Oct-15,71,neg,booking
Our room view.,14-Oct-15,71,pos,booking
the toilet bowl was unclean. maybe it was the recycled water  but it was very unpleasant.,12-Oct-15,96,neg,booking
Location   and everything in the hotel is super nice  ..,12-Oct-15,96,pos,booking
We were given the wrong area lake view 419instead of mountain view ( written - check in paper). No one assisted us so we walked on our own to reach the area. We saw a guard but instructed as to go to different area(from right side towards the left most side- mountain view to lake view). Upon reaching there  we were told that we have to walk all the way to the other side of the property.  And that 419 is mountain view n not lake view. They told us that the paper was wrong. We were carrying our bags by ourselves with no one assisting  or guiding us.,12-Oct-15,88,neg,booking
it has the best view of the lake and the volcano. the staff is super friendly.,12-Oct-15,88,pos,booking
The gate to the Sky Ranch closes at 6pm :(,2-Oct-17,,neg,booking
the place and location,2-Oct-17,,pos,booking
The rooms that we got were in the old wing and we were right smack in the middle of guests with their families that if not noisy  rowdy and kids that like to throw tantrums left and right. The room details on the choices could have indicated if the rooms were in the old or new wing. The process of profiling guests could have been done just so big families with kids can be put on certain floors/wings. Thanks.,27-Sep-17,,neg,booking
Overall  i really like the place with ALL their friendly staff.  Perhaps to have healthier food on the menu -- even vegan would be nice :),27-Sep-17,,pos,booking
Nothing,26-Sep-17,,neg,booking
special shout out to Kevina. she went out of her way to get me a birthday cake thus making my birthday special. thank you,26-Sep-17,,pos,booking
Pools timing,26-Sep-17,,neg,booking
Been here a couple of times. Still very satisfied.,26-Sep-17,,pos,booking
Cable tv has only 1 channel. The housekeeping failed to repair it.,25-Sep-17,81,neg,booking
Taal vista still has the most magnificent view of the volcano and taal lake. Rooms were clean and complete toiletries were provided.,25-Sep-17,81,pos,booking
foods are nice and all the staff are polite.,21-Sep-17,75,pos,booking
Everything.,15-Sep-17,92,pos,booking
View,7-Sep-17,96,pos,booking
The scenery and friendliness of staff,6-Sep-17,10,pos,booking
Go for the Premier Rooms since it got a superb view. When it comes to food  breakfast buffet got a nice selection and Taza Fresh Table Restaurant is a must try. You can't go wrong with Taal Vista.,5-Sep-17,63,pos,booking
The room,5-Sep-17,,neg,booking
The View and The Veranda Resto,5-Sep-17,,pos,booking
The lack of trolleys (and probably insufficient staff) that led to the staff unable to assist the guest during check out (peak hours) is dosappointing. We waited for 1 hour for the luggage assistance and no one came despite several front desk promises. So we were obliged to carry our luggages (note that my wife is pregnant) all the way from the 4th flr to the lobby!,4-Sep-17,,neg,booking
The landscape garden and accessibility to sky ranch and restobar,4-Sep-17,,pos,booking
Bed is not comfortable  most of the staff are not friendly.   We booked for a room service spa at 10:30pm but no one showed up. I thought they're just late so I waited for 30mins and called to find out that our booking was not endorsed by the staff to the night shift therapist.,28-Aug-17,,neg,booking
We liked the view of the lake.,28-Aug-17,,pos,booking
the door key more mentainance check need,27-Aug-17,,neg,booking
Friendly staff,27-Aug-17,,pos,booking
The food from room service such as the thin crust pizza and buffalo wings wasn't hot and fresh anymore. But the staff was super friendly.,26-Aug-17,81,neg,booking
Thanks to the staff for the clean tub it was too chilly for our kid to swim in the pool that day! Breakfast buffet was good too!,26-Aug-17,81,pos,booking
Room was dated. Bed was uncomfortable.,24-Aug-17,63,neg,booking
We love the ambience at the veranda and enjoyed the recreation room,24-Aug-17,63,pos,booking
I liked everything about Taal Vista. From the service  location  and all the staff. Super friendly.,23-Aug-17,10,pos,booking
the view and facilities so good,23-Aug-17,46,pos,booking
I liked the veggie and fruit selection of the buffet esp greek salad  tzaziki  red egg w/ tomatoes  guava salad  balsamic dressing... Loved the garden and taal lake view. I love the clean bathroom and rooms. The stone massage offered by the Asmara Spa was great.,22-Aug-17,10,pos,booking
Location,14-Aug-17,10,pos,booking
Swimming pool,9-Aug-17,,neg,booking
The staffs,9-Aug-17,,pos,booking
Almost nothing :),2-Aug-17,,neg,booking
Everything is good :),2-Aug-17,,pos,booking
The problem with our door.,31-Jul-17,,neg,booking
Tha view,31-Jul-17,,pos,booking
NOISY!!! Theres an ongoing construction and it can be heard from my room,29-Jul-17,,neg,booking
Clean..  My room was new,29-Jul-17,,pos,booking
Our room was on the ground floor and its not that clean. We were disappointed. ,24-Jul-17,81,neg,booking
The million dollar view!,24-Jul-17,81,pos,booking
Nothing!,21-Jul-17,10,neg,booking
The hotel was nice. Great views from the room. As always in SE Asia  staff fantastic. Food and drink well priced,21-Jul-17,10,pos,booking
Not good value for money. Noisy room  can hear all from upstairs and in the hallways. Bed was comfortable but again nothing special.,21-Jul-17,10,neg,booking
Beautiful location   garden terrace and lake view,21-Jul-17,10,pos,booking
Staff,21-Jul-17,63,neg,booking
The view,21-Jul-17,63,pos,booking
Hotel supervision and reception staff not very friendly.,18-Jul-17,63,neg,booking
The view overlooking Taal volcano.,18-Jul-17,63,pos,booking
The aircon and fridge in our room needs a replacement --- the aircon keeps a fairly comfortable 23-25 degree room temp despite being set at 18 degrees at maximum fan  thanks to the cool weather outside at the time; and the fridge cools the complimentary bottled water after at least 12 hours despite a maximum cooling setting.  Understandably the Mountain Wing is pretty dated but good management should not have waited for guest comments to address a basic housekeeping/engineering issue like this. Front office staff should refrain from making promises that could not be delivered  such as offering to send a fruit basket to the room for our wedding anniversary  but nada.,12-Jul-17,54,neg,booking
Staff (i.e. front office  Veranda/Fireplace/F&B  bell staff  and those you simply meet in the hallway) were generally very courteous.  Check-in and checkout went smoothly.,12-Jul-17,54,pos,booking
Hotel has an old style hence the old feel which is not my liking; the towels feel like they're 5yrs old as it wasn't fluffy anymore. Even if the room is clean it doesn't feel clean because of the old feel. The rooms are also a far walk from the lobby.,11-Jul-17,10,neg,booking
The location was great and the view is amazing. They have a big viewing area which adds to the ambiance.,11-Jul-17,10,pos,booking
No foreign currency exchange on the property.,8-Jul-17,,neg,booking
The overlooking scenery,8-Jul-17,,pos,booking
1. Food was basic yet expensive 2. We were thrown in 2 lousy locations in the mountain wing despite advance bookings. 3. Someone tried to open our door while we were inside. 4. Room was available past 3pm  no refund or explanation given 5. Wifi wasnt working inside  they had to fix it on site 6. Massage service was a fail. We booked for 2 yet they only sent 1 therapist.  Overall  fair but lousy service. I wont recommend this place. Also there were a lot of customers unhappy with their service and 1 old lady made a scene last sunday due to her room not being available and she was already late for the event. No value for money!,3-Jul-17,,neg,booking
Excellent view of the lake  convenient to sky ranch  delicious and wide choices on breakfast buffet. Staffs are friend and goes above and beyond.,3-Jul-17,,pos,booking
None! Everything was awesome!like seriously awesome. Far exceeded my expections!,1-Jul-17,81,neg,booking
Breakfast and scenery,1-Jul-17,81,pos,booking
room are old and not so clean  bed sheet is too old.,29-Jun-17,54,neg,booking
Excellent food. Very spacious room. The staff are very courteous.,29-Jun-17,54,pos,booking
Room  hotel  amenities all need updating. For the high price we paid for the room  it wasn't worth it.,27-Jun-17,38,neg,booking
Great hotel with the best view in town Great breakfast,27-Jun-17,38,pos,booking
The bacon should not be covered  its loses the crispness.,19-Jun-17,10,neg,booking
The breakfast buffet offered variety of yummy foods to choose from. Vey nice accommodation,19-Jun-17,10,pos,booking
Price  Room CR no Bidet,8-Jun-17,,neg,booking
View and food,8-Jun-17,,pos,booking
Bathroom fixtures need improvement and shower pressure not very good,6-Jun-17,,neg,booking
Locatiom,6-Jun-17,,pos,booking
None,27-May-17,,neg,booking
Staff were very courteous,27-May-17,,pos,booking
Poor service. Dont have enough parking space for the guest.,26-May-17,,neg,booking
The view was amazing.The food was execellent. The service was outstanding.,26-May-17,,pos,booking
The ventilation in the CR  (exhaust  fan cannot control the smell of the restroom.. as well as the sound proofing of the room  we heard the voices of the other people beside our room,26-May-17,81,neg,booking
I like the food however it was too expensive,26-May-17,81,pos,booking
The t.v signal,25-May-17,63,neg,booking
Staff and frontlins are all accomodating,25-May-17,63,pos,booking
Breakfast service was terrible! Hotel guests were made to wait in line for a table. Hotel staff were unable to handle the queue well.,24-May-17,54,neg,booking
Staffs are very accommodating.  Classy rooms and interior..,24-May-17,54,pos,booking
Overpriced room  no bathtub not even a bidet in the CR...  staff would always say they are short in numbers. Refused to deliver our packed breakfast as we were all busy getting ready for a wedding! my brother in law had to do the bellboys job in pushing the cart to our room. Had to walk very far from the lobby also and it was a problem for my mother in law who had a knee operation. And please stop confusing clients by offering  LAKE WING rooms but the rooms are facing walls or nothing...,23-May-17,10,neg,booking
The view is always spetacular! The grounds are well maintained and offers a great view of Taal Lake. Spacious parking area. Great location. Clean rooms.,23-May-17,10,pos,booking
Not up to 5 star standard u claim to be. Furniture was old and broken. Bathroom was dull  old with a terribly bad smelling shower curtain.,12-May-17,,neg,booking
The staffs were all friendly  a beatiful environment to relax.,12-May-17,,pos,booking
You need to check your rooms in Mountain wing  we are disappointed considering you are rated 5Star Hotel??? Check Rm 123,11-May-17,,neg,booking
Lobby,11-May-17,,pos,booking
Plug adapters shld b readily available for tourists,9-May-17,,neg,booking
Food was excellent. Staff very helpful & efficient,9-May-17,,pos,booking
It's not the hotel the transportation system of the city,9-May-17,81,neg,booking
Foods were excellent,9-May-17,81,pos,booking
Breakfast is so expensive it's not worth paying too much  no other choices . I got 4 rooms and.requested a lake view  upon checked in but kept saying no room available,8-May-17,46,neg,booking
Breakfast,8-May-17,46,pos,booking
The room is so plain just like an ordinary room so old no tub no veranda not worth the price of 9500 per night really. The frontdesk officers not pleasant the breakfast disaster they dont have available table gor all the guests because they entertained walkin costumers,8-May-17,10,neg,booking
the service  staff  food and our room was so clean and good. we will come definitely come back.,8-May-17,10,pos,booking
Nothing much to do.  Spa room not very inviting. It needs improvement. Looked very dark and not used a lot by guests.,7-May-17,58,neg,booking
Pastries and the backyard,7-May-17,58,pos,booking
The Staff. They are very warm and accommodating.,2-May-17,42,pos,booking
Elevators were too small,26 April 2017,,neg,booking
Facilities and service,26 April 2017,,pos,booking
good service  nice room and delicious food.. love to have my vacation again in this hotel,24 April 2017,,pos,booking
Well  in the middle of the night the aircon is not working. I woke up and call them  wait them until they finish working after more than an hour. At breakfast this girl in the reception buffet area is so choosy to the guest. When we get there she asked us what room number and  she turned her back to us to assist another guest  then after that she assist me again by telling me that we could sit OUTSIDE the buffet area because the sits are all reserved. I said to her that other dining area is not allowed because i ask the other employee about that and then i said that no one is sitting in that couch (inside the buffet dining area)  She just said that if i could share my table to someone else  and said fine. While  eating i noticed that this receptionist is likes to entertain mostly with foreigners. If  foreigners the sits are available. What a shame.  Well  the food is not worthy also.. and no one dare to share my table because there are a lot of empty tables...,21 April 2017,,neg,booking
Wifi  ambiance and front desk receptionist it's easy to check in and check out.,21 April 2017,,pos,booking
buffet breakfast and receptionists,21 April 2017,,neg,booking
cleanliness,21 April 2017,,pos,booking
Long walk to stairs to get u to elevator then floor. Inconvienent!!,20 April 2017,81,neg,booking
The view!! Friendliness of staff! And they truly cared u were there.,20 April 2017,81,pos,booking
I like the lake wing view,18 April 2017,10,neg,booking
Please improve your staff services very lousy. you need to have a staff development program.  The room that I booked through online is not the room I expected when I get there. I requested primier queen but they give me two beds. I am dis appointed,18 April 2017,10,pos,booking
The hotel is kind of expensive. Cleanliness can be improved more.  Only 1 treadmill was working at the gym. No TV to watch while on the treadmill.,17 April 2017,10,neg,booking
The bed was comfy. The room was spacious. Location is really good. Really nice view of  the volcano and lake.,17 April 2017,10,pos,booking
The was not enough tables at breakfast venue. We had to wait.,17 April 2017,38,neg,booking
Everything was  perfect,17 April 2017,38,pos,booking
Their staff opened our hotel room without even knocking. This happened 3X in the span of our overnight stay. I felt really offended. They are not trained to knock first before entering a room. I filed a complaint through the front desk  but no one has gotten back to me regarding the incident.,17 April 2017,58,neg,booking
The location of the hotel is perfect. But the room given to us is misleading. I chose lake view  but the only view we got was the skyranch rides that are not pleasing.,17 April 2017,58,pos,booking
Food,17 April 2017,,pos,booking
The hotel is old. Supposed to be historical but really it's just old and worn out  rough around the edges. All the money they charge appears to be going into someone's pocket as it clearly isn't being invested back into the hotel. Most rooms do not have a view so do be surprised if your window faces a wall or the casino across the street. No service at the pool. 150php for a bucket of ice. Breakfast buffet isn't really all that great especially when considering this hotel is supposed to be super awesome. Rooms are very basic and worn out. Mold and mildew on shower walls. Bathroom sink enamel completely worn through in some places. Hair in bathtub upon arriving. Mattress is old and isn't attached to the wall so it easily slides away from the wall of you try to sit up and lean against the wall. Linens are also very worn out (sheets and blanket and towels). There is only one outlet that works with 3 prong plugs (e.g. Laptop cable) and not conveniently located. Room really seems more like a cheap motel than an elegant hotel. For the cost one should have pretty high expectations. Be warned you should lower your expectations. Then lower them some more.  There are a bunch of hotels and b&b along the ridge  you can probably save some money and stay at a better place if you look around. Don't waste your money here. If you have to leave your room to see the view anyway then stay somewhere less expensive and spend the day at various points. You can always just come visit the hotel property if you want this particular view. Oh yeah  and the layout is a little weird. Depending on which room you get be prepared to do a lot of walking. A lot. Read other people's reviews  you'll see a pattern.,14 April 2017,,neg,booking
There is a nice view but it is a long ridge and there are lot of places with nice views. They keep the back part of the property in good order.,14 April 2017,,pos,booking
Beds slightly hard,11 April 2017,,neg,booking
Oversll slk stay food n sunday mass,11 April 2017,,pos,booking
We lost 1 bag when we checke out . The bell boy brought our things down..,5 April 2017,,neg,booking
Although we booked lake wing   it did not have any view of the lake   which is misleading   Howver Ailine took care of us very well upgraded us to a room which has a great view of the lake .. thanks very professional and understanding staff .. we loved it ... Romantic dinner was super   my wife loved it .. Thanks Joyce for arranging the same as per my wife's taste .. Over we loved it,5 April 2017,,pos,booking
to improve Breakfast not up to a 5 star level ..,26-Mar-17,81,neg,booking
very friendly staff.,26-Mar-17,81,pos,booking
nothing,24-Mar-17,10,neg,booking
Just the location.,24-Mar-17,10,pos,booking
I traveled with a senior citizen with 4 kids  I was given the farthest room without elevators. It was the longest walk in our life before you get to relax.  That was the baddest first time experience in the hotel.,21-Mar-17,42,neg,booking
bed was comfy.breakfast was good.staff was friendly and helpful.,21-Mar-17,42,pos,booking
We were given a room with a broken bathroom door. Although we were transfered to new one  that is after we requested to but still they should have not allocated that room to any of their guests on the first place. It's a waste of time to transfer after you've settled in the room only to find out later that something is broken. They should also improve on their check-in time as well. For the price we payed for a deluxe two-bedroom suite  it's not worth it!!,19-Mar-17,10,neg,booking
Lovely place and very service oriented staff. Recommend the lake view wing  breathtaking!,19-Mar-17,10,pos,booking
comfort room toilet bowl  glass partition had smudges. comfort room floor tile grouting was dirty.i thought i will get a lakeview window bec the booking stated that it is a lake bldg.to my dismay it was not.,19-Mar-17,50,neg,booking
Nome  nada!!Excellent hotel,12-Mar-17,10,neg,booking
everything is good.,11-Mar-17,,neg,booking
The room were nice.the breakfast was yummy!:),11-Mar-17,,pos,booking
Bed too hard Food just ok. Not too many choices Front desk staff sucks,5-Mar-17,,neg,booking
cool weather,5-Mar-17,,pos,booking
Dirty room  and it was not ready.,2-Mar-17,,neg,booking
The scenic view of taal volcano  its premium facilities  staff were very accommodating  it is just beside the sky ranch  accessible to public transport and  the name itself which is already a landmark by history,2-Mar-17,,pos,booking
None  i really love the place,1-Mar-17,,neg,booking
Location,1-Mar-17,,pos,booking
Mountain wing is old and the beds are sagging. Needs an upgrade.  The lake wing - note not all rooms in the lake wing have the view of the lake as mine looked out to the street; is a newer building but has bad shower drain. The water goes out of the shower cubicle and into the room. I informed the front desk but the lady didn't seem to be interested to hear my feedback.,28-Feb-17,81,neg,booking
Closer to wedding venue,28-Feb-17,81,pos,booking
Run-down rooms / shower and bathroom fixtures broken,24-Feb-17,10,neg,booking
The location,24-Feb-17,10,pos,booking
Slow response from staff. No one pick up the call from massage/spa which advertised in the room its available for 24hrs. No one help for carrying luggage even after requesting personally.  Kinda old hotel.,19-Feb-17,42,neg,booking
I like that you had an XBOX 360 at the kids corner.  But then  the staff that was working there was late and came around 9:25am.  We were waiting for it to open at 9am but another staff got the key and had us play.  Another thing was that the Samsung tv is broken meaning there are white lines on the tv so we couldn't really play the game.,19-Feb-17,42,pos,booking
Almost everything no customer service overpriced buffet old deteriorating rooms bath towels .look like rags because it's too old Requested for luggage assistance nobody showed up hotel price is overpriced.  Before coming to taal I stayed at diamond hotel and the comparison is night and day,17-Feb-17,50,neg,booking
They had parking available.,17-Feb-17,50,pos,booking
I didn't like the snobbish attitude of your front desk.  I requested something special to be set up on the room for my wife  they didn't listen to my request.  The room that we got was very old  it feels like very 90's  the shower and tub was too old and had hair on the drainage.  I had to request someone to untangle the plug from the drainage as we couldn't use the tub.  Come breakfast time  we went to the Veranda and requested for a coffee.  I'm not sure if the staff is trained well on hospitality specifically on how to brew coffee but it tasted like water (no bitter coffee taste at all).  Ofcourse the pastries were cold and dry  but I think that's why theres someone there to have it toasted.  Overall  it's overrated  overpriced and very old.  You'll be better off at a newer hotel with upbeat staff than this one.,16-Feb-17,10,neg,booking
Bedroom sliding window door didnt fully closed so anyone could have gained access to my room through the patio. Poor bathroom lighting to put on make-up. Room service knocked on my door at midnight although I didn't request for anything. Next morning I was woken up by a knock on the door from hotel staff again. Took them 20 mins to seat us at the breakfast buffet and resto was not even full. Food quality was very poor and I couldn't eat it. Extra bed I've requested was never delivered. The list goes on and on but I'll stop here...,13-Feb-17,46,neg,booking
A lot of undisclosed charges when I booked. I booked it for P7 700 but when I was made to pay at the front desk  they told me that the final amount was P9 500. In addition to P9 500.00 the hotel staff made me deposit an undisclosed amount of P2 000.00. Even if I was okay to paying said amount  the staff's service was less than okay. We were made to wait more than 1 hour to get our room. When we got to our room  we were also surprised to find that the windows weren't closed properly. We only found out when we could hear the full boom of the fireworks at night. The breakfast was mediocre as well.,13-Feb-17,,neg,booking
Location is excellent. Staff are friendly.,13-Feb-17,,pos,booking
The Hotel rooms in the old wing could use a face-lift. Litter such as plastic wrappers  bottle caps and cigarettes were visible from our room's mini veranda.,13-Feb-17,,neg,booking
Loved the experience of being in Tagaytay. The place is really nice and comfortable. Staff is excellent. My family loves the fact that SkyRanch is just next door.,13-Feb-17,,pos,booking
Very old towels n beddings TV n furnishings poor working condition,11-Feb-17,,neg,booking
Love the wide selection of food and everything is well prepared and was just cooked perfectly.,11-Feb-17,,pos,booking
I wish the swimming pool was heated.. it's Tagaytay  so you can imagine how cold the water would be around Jan-Feb..,10-Feb-17,,neg,booking
rooms are too old and not clean well,10-Feb-17,,pos,booking
The passenger capacity of the elevator for my family didn't fit in a single ride.,9-Feb-17,81,neg,booking
Taal Vista is the premium place to stay in Tagaytay  located with excellent views of Lake Taal. The venue has history on its side  with style and comfort. It is only 20 minutes from Sonya's Garden  a tranquil and exotic garden and eating place south of Tagaytay  a must visit place.,9-Feb-17,81,pos,booking
